127.0.0.1 - - [31/Mar/2018:04:13:59 +0700] "GET / HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/image/open-sign-up.jpg HTTP/1.1" 200 3718
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/image/icon-update.png HTTP/1.1" 200 30575
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/image/icon-delete.png HTTP/1.1" 200 15940
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:33 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/admin/activities/history HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:37 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/admin/activities/history/1 HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:53 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:54 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:55 +0700] "GET /clbtinhoc/admin/activities HTTP/1.1" 200 6433
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:55 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/image/open-sign-up.jpg HTTP/1.1" 200 3718
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/image/icon-update.png HTTP/1.1" 200 30575
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/image/icon-delete.png HTTP/1.1" 200 15940
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:56 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/admin/activities/history HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:15:58 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/admin/activities HTTP/1.1" 200 6433
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/image/open-sign-up.jpg HTTP/1.1" 200 3718
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/image/icon-update.png HTTP/1.1" 200 30575
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/image/icon-delete.png HTTP/1.1" 200 15940
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:00 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/admin/activities/history HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:03 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:04 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/admin/activities HTTP/1.1" 200 6433
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/image/open-sign-up.jpg HTTP/1.1" 200 3718
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/image/icon-update.png HTTP/1.1" 200 30575
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/image/icon-delete.png HTTP/1.1" 200 15940
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:07 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/admin/activities/history HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:08 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/admin/activities HTTP/1.1" 200 6433
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/image/open-sign-up.jpg HTTP/1.1" 200 3718
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/image/icon-update.png HTTP/1.1" 200 30575
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/image/icon-delete.png HTTP/1.1" 200 15940
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/admin/activities/history HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/jquery/jquery.min.js HTTP/1.1" 200 86444
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/js/sb-admin-2.js HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37090
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:09 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29100
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:10 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:10 +0700] "GET /clbtinhoc/resources/ckeditor/ckeditor.js HTTP/1.1" 200 687932
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:10 +0700] "GET /clbtinhoc/resources/admin/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/admin/activities HTTP/1.1" 200 6433
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/resources/admin/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 793
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/resources/admin/vendor/morrisjs/morris.css HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/resources/admin/css/sb-admin-2.css HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/resources/admin/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121325
0:0:0:0:0:0:0:1 - - [31/Mar/2018:04:16:11 +0700] "GET /clbtinhoc/resources/ckfinder/ckfinder.js HTTP/1.1" 200 309905
